text,emotion
i really know how you feelin i wish i could hug you,Anxiety
roasting to most probably death,Anxiety
gus formally known as worlds ugliest dog has died well miss you gus,Sadness
nice way end the week,Happy
yesterday i heard a song about taking a base onto a plane can someone help me find it i dont know anything else about it,Normal
finally sunny days and im too sick to go outside and play,Sadness
ger my foot is killing me and i miss my matthew,Anxiety
yeah still waitin,Normal
is back home now gonna miss every one,Happy
gods sake it isnt even your birthday yet i need a cool job like that,Anxiety
last lunch with the interns,Normal
so freaking tired its like my body refuses to move,Sadness
its too hot i dont like it,Anxiety
too hot station isnt packed but train packed no windows open on train roasted sardines,Angry
ugh worried about my math test,Anxiety
i got my film developed at asda half of them are just gray and some have a black box on the top half why,Normal
i wish the weather would be slightly less rainy so i could use the hot tub,Anxiety
i fell i think my knee is broken but i look fabulous,Sadness
i hate today,Normal
thanks everyone unfortunately nothing can be done the sales speak for themselves and if that doesnt convince diamond nothing will,Happy
now my ds just died whatta letdown,Sadness
haha k we should stop here if not its going to turn into a bitching section ohwell my parents just came home,Angry
my ipod has taken its last breath im truly devastated i have lost my public transportation companion,Normal
meow a week ago today was here and we were road trippin,Anxiety
i singularly failed to provoke anyone when i posted on this blog last time round,Normal
oh hun im sorry out of everything youve been through the last thing you deserve is to be unhappy at home,Sadness
just come in from the garden it is very warm out there but beautiful didnt do much revision though,Normal
the link sent me to a tax relief web page,Normal
i know but this sub is sooooo good,Happy
praise the advantages of todays copy protection can not run my fresh installed d app since the licensing system dont let me,Normal
whistling while you work lame lol,Happy
tgif resto here at home is dayuummm expensive,Normal
walcers are you ready to cry its going to be a long day of reminiscing,Sadness
may i ask what bluegrass means sorry in advance for looking a bit silly by asking,Sadness
i dont like to see you like this there must be something to make you smile,Anxiety
good but its supposed to storm later,Anxiety
but id have to drive or get a taxi do you have a pool tablejukebox,Happy
i want some sushi today,Anxiety
not long in from sunbathing and burnt,Sadness
ive had a fever for the past hours you should see me im unshaven puffy face and look pathetic,Sadness
probably not kinda expensive and we have to work most people have off weekends we work,Sadness
im okay ima go to the park and play some ball not in the best of moods got stress to relieve,Anxiety
going off bc is making me break out,Normal
i cant believe this woman talked me into getting a different hairstylereal talk thoughi have no clue of what to do with my hair,Normal
had to take my bad ass dog to the pet hotelso sad,Anxiety
chilling on the sofa i hate vaccinations i feel sooo ill,Anxiety
lost my game by points,Anxiety
just got back from my exam im surely gonna failnow trying get tickets il divo someone doesnt want us b there,Anxiety
i spent hours sitting out in the sun picnic lunch ice cream win we should have had a bbq today,Happy
im taking a twitter break cell is dying,Anxiety
happy friday just pulled some yummy radishes out of the garden hope the strawberries turn out still no blooms,Happy
its cuz you love me dont make me sad,Sadness
my little booboo is sick,Anxiety
wishing i could be in nola this weekend oh well ill be there tuesday,Normal
im going to go to bed again ear both infection i am completely dizzy yyyyuck my stomach is hurting too peaceout loves,Normal
cant eat real food its pizza friday off to find some soup,Normal
want food too,Happy
oceans,Normal
thanks unfortunately the eu had probs with his satellite provider so even though his tv looks great its basically useless,Happy
i love mandy moore so much and also angela,Happy
omg a roach was in my room for the first time ever in this apartment today i hope i dont have patricia luck next,Happy
noo xbox got red rings of death,Sadness
favorite shirt ruineddeath by bleach,Sadness
missed getting my quottwilightquot jacket modcloth man i wish i didnt have long monkey arms and could of gotten the l instead,Sadness
hiiiiii i texted u the other day and u didnt respond whats up with that,Normal
well im gonna go shower now gotta get rdy movies in a couple hours byeee esther lt pss i miss u katherine,Happy
has finally finished emulsioning the bathroom now for gloss work,Normal
i think id be like phoebes mom on friends stop the movie before the sad part,Normal
poor stuart i was wondering where he was moving day todayi expect a welcome cake or case neighbor hehehe,Anxiety
taking sad to a whole new level,Anxiety
yep which sucks because i thought somewhere it said it was,Sadness
suddenly i remember all the memories with him ohhh please,Sadness
i made it six days in a row wout an accident in the house and then pops took me to a strange place and didnt give me time after bfast,Normal
i will post it later its not on my comp,Normal
if i quotunfollowedquot you its not on purpose something fishy is going on with my tweet deck let me know if i quotunfollowedquot you,Normal
paid all my bills only to go out to the mailbox to find more of them,Sadness
i think my ipod is sick it doesnt want to connect to any wifi,Anxiety
im feeling nauseous,Anxiety
sorry to his wife also for moonying hershe was a lovely lady and it was a dareshe did not deserve that,Anxiety
i dunno man how bout some wendys mmmmmm we dont gots that in htown,Happy
not feelin well im not sick jus feel like blah especially my stomach anotha hours go but workday is so far so good,Anxiety
my mm lens hood fell in the sea,Normal
no one wants to sit with me at lunch i guess ill just bury my head in my laptop and continue to be antisocial,Sadness
whn r u goin to europe,Anxiety
i think my book is gone forever we mourn forever shit,Sadness
can u let her kno that ladys not spayed and potty trained then see if she still wants her,Normal
oh great radio disney doesnt crash with the latest webkit so my kid can run it again hey wait,Happy
oh snap just broke my windshield while replacing my wiper blades,Anxiety
you guys need to get on me its been weeks since ive went on a cache hunt,Normal
phooey theyve planned camping for my class reunion i hate camping and being the only single girl left from my graduating class,Anxiety
that sucks mama,Normal
is a failure,Sadness
i misses my bed so sleepy,Sadness
and em my baby starts kindergarten what a crazy summer its going to be,Happy
taally maahaa w eidy saneeha ly ool el ireee astaaahil wla p ltltlt kfff looool wallah thx bard w ar ahm shy ahwaaa,Anxiety
